Date dd/mm/yyyy,Time HH:MM,Division,Home Team,Away Team,Venue,Pitch,Home Score,Away Score
30/03/2023,20:00,,RAN,STL,,,,
30/03/2023,20:00,,WIV,AZB,,,,
30/03/2023,20:00,,PLOA,NGH,,,,
13/04/2023,20:00,,TBH,FID,,,,
13/04/2023,20:00,,BRNB,MALA,,,,
13/04/2023,20:00,,RAN,PLOE,,,,
13/04/2023,20:00,,WIV,STL,,,,
13/04/2023,20:00,,PLOA,AZB,,,,
20/04/2023,20:00,,FID,BRNB,,,,
20/04/2023,20:00,,NGH,TBH,,,,
20/04/2023,20:00,,STL,PLOA,,,,
20/04/2023,20:00,,PLOE,WIV,,,,
20/04/2023,20:00,,MALA,RAN,,,,
04/05/2023,20:00,,TBH,BRNB,,,,
04/05/2023,20:00,,NGH,AZB,,,,
04/05/2023,20:00,,RAN,FID,,,,
04/05/2023,20:00,,WIV,MALA,,,,
04/05/2023,20:00,,PLOA,PLOE,,,,
11/05/2023,20:00,,FID,WIV,,,,
11/05/2023,20:00,,BRNB,RAN,,,,
11/05/2023,20:00,,AZB,TBH,,,,
11/05/2023,20:00,,STL,NGH,,,,
11/05/2023,20:00,,MALA,PLOA,,,,
25/05/2023,20:00,,TBH,RAN,,,,
25/05/2023,20:00,,NGH,PLOE,,,,
25/05/2023,20:00,,AZB,STL,,,,
25/05/2023,20:00,,WIV,BRNB,,,,
25/05/2023,20:00,,PLOA,FID,,,,
01/06/2023,20:00,,BRNB,PLOA,,,,
01/06/2023,20:00,,RAN,WIV,,,,
01/06/2023,20:00,,STL,TBH,,,,
01/06/2023,20:00,,PLOE,AZB,,,,
01/06/2023,20:00,,MALA,NGH,,,,
15/06/2023,20:00,,TBH,WIV,,,,
15/06/2023,20:00,,NGH,FID,,,,
15/06/2023,20:00,,AZB,MALA,,,,
15/06/2023,20:00,,STL,PLOE,,,,
15/06/2023,20:00,,PLOA,RAN,,,,
22/06/2023,20:00,,FID,AZB,,,,
22/06/2023,20:00,,BRNB,NGH,,,,
22/06/2023,20:00,,WIV,PLOA,,,,
22/06/2023,20:00,,PLOE,TBH,,,,
22/06/2023,20:00,,MALA,STL,,,,
06/07/2023,20:00,,TBH,PLOA,,,,
06/07/2023,20:00,,NGH,RAN,,,,
06/07/2023,20:00,,AZB,BRNB,,,,
06/07/2023,20:00,,STL,FID,,,,
06/07/2023,20:00,,PLOE,MALA,,,,
13/07/2023,20:00,,FID,PLOE,,,,
13/07/2023,20:00,,BRNB,STL,,,,
13/07/2023,20:00,,RAN,AZB,,,,
13/07/2023,20:00,,WIV,NGH,,,,
13/07/2023,20:00,,MALA,TBH,,,,
20/07/2023,20:00,,NGH,PLOA,,,,
20/07/2023,20:00,,AZB,WIV,,,,
20/07/2023,20:00,,STL,RAN,,,,
20/07/2023,20:00,,PLOE,BRNB,,,,
20/07/2023,20:00,,MALA,FID,,,,
